geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,iso alpha 2,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),ISO_alpha3,nearest_cdd_1,nearest_cdd_2,nearest_cdd_3,nearest_cdd_4,nearest_cdd_5,nearest_cdd_6,nearest_cdd_7,nearest_cdd_8,nearest_cdd_9,nearest_cdd_10,nearest_cdd_11,nearest_cdd_12,total_year,average_year,variance_year
3844419,Mendoza Province,Mendoza Province,"Lalawigan ng Mendoza,MZ,Mendosa,Mendosae,Mendosas province,Mendosos provincija,Mendoza,Mendoza Province,Mendoza Seng,Mendoza Séng,Mendoza eyaleti,Mendoza jisk'a suyu,Mendoza probintzia,Mendoza tartomany,Mendoza tartomány,Mendoza wamani,Mendozan maakunta,Menduosas provinceje,Menduosas provincėjė,Mendòza,Mentosa,Mkoa wa Mendoza,Provincia Mendoza,Provincia de Mendoza,Provinsi Mendoza,Província de Mendoza,Talaith Mendoza,Wilayah Mendoza,man du sha sheng,men duo sa,men duo sa sheng,mendoja pradesa,mendoja prantya,mendoja pravins,mendojha pranta,mendosa,mendosa zhou,mendosaju,mendoza pranta,mentoja makanam,mndwsh,mndwza,mndwza ayalty,pravincyja Mendosa,provincia de Mendoza,rath men do sa,Μεντόσα,Мендоза,Мендосæ,Мендоса,правінцыя Мендоса,Մենդոսա,מנדוסה,صوبہ مندوسا,صوبہ میندوزا,مقاطعة ميندوزا,مندوزا,مندوزا ایالتی,मेन्दोज़ा प्रान्त,मेन्दोसा,মেন্ডোজা প্রদেশ,મેન્ડોઝા પ્રાંત,மென்டோஜா மாகாணம்,మెండోజా ప్రావిన్స్,ಮೆಂಡೋಜ ಪ್ರಾಂತ್ಯ,මෙන්ඩෝසා පලාත,รัฐเมนโดซา,მენდოსის პროვინცია,メンドーサ州,曼度莎省,門多薩,门多萨省,멘도사주",-34.5,-68.5,A,ADM1,AR,,13.0,,,,2014533,,875,America/Argentina/Mendoza,2023-02-15,Mendoza,3844419,Argentina,103.3340517,109.827459,ARG,36.81778208414713,34.562292734781884,0.0,90.74604797363295,129.21227391560882,208.27628326416016,270.32488632202126,290.578525543213,219.5749371846515,160.0744667053222,0.0,0.0,1440.167495727539,120.01395797729492,11760.725324572353
3860259,Córdoba,Cordoba,"COR,Ciudad de Cordoba,Ciudad de Córdoba,Cordoba,Cordoba i Argentina,Cordova,Corduba,Còrdoba,Córdoba,Córdoba i Argentina,Córdova,Kordava,Kordoba,Kordobo,Kordov,Kordova,Kordova khot,Kordovae,Kuorduoba,Vila de Cordoba,Vila de Córdoba,kardwba,ke er duo wa,koleudoba,kordoba,korudoba,kwrdwba,kwrdwba  arzhantyn,kxr do ba,qwrdwbh,Κόρδοβα,Кордава,Кордоба,Кордовæ,Кордова,Кордова хот,Կորդովա,קארדאבע,קורדובה,قرطبہ، ارجنٹائن,كوردوبا,کاردوبا,کوردوبا، آرژانتین,कोर्दोबा,กอร์โดบา,კორდოვა,コルドバ,科尔多瓦,코르도바",-31.4135,-64.18105,P,PPLA,AR,,5.0,14014.0,,,1317298,,395,America/Argentina/Cordoba,2022-12-14,Cordoba,3860259,Argentina,92.02693966,106.4455502,ARG,67.26781463623047,51.52306493123363,0.9709180196126307,121.71577453613249,161.02208836873368,244.93741607666115,307.5813967386881,325.203769683838,280.5632998148598,190.0931027730303,34.32081476847334,50.563420613606844,1835.7628809611008,152.98024008009173,13275.618202515068
3865086,Bahía Blanca,Bahia Blanca,"BHI,Bahia Blanca,Bahija Blanka,Bahía Blanca,Baija Blanka,Baija-Blanka,Baija-Blankae,Bajja-Blanka,bahya blanka,baiabeullangka,baiaburanka,bayya blanka,bu lan ka gang,Баия-Бланкæ,Баия-Бланка,Баија Бланка,Байя-Бланка,Баїя-Бланка,באיה בלנקה,باهيا بلانكا,باییا بلانکا,ბაია-ბლანკა,バイアブランカ,布兰卡港,바이아블랑카",-38.7176,-62.26545,P,PPLA2,AR,,1.0,6056.0,,,299101,,20,America/Argentina/Buenos_Aires,2023-12-11,Bahia Blanca,3865086,Argentina,119.2575431,111.9726767,ARG,0.0,0.0,0.0,12.459687550862634,8.770072937011712,167.38948313395179,225.63372421264702,287.710117340088,173.86709213256856,94.58293024698915,0.0,0.0,970.4131075541188,80.86775896284324,11149.05902942045
2761369,Vienna,Vienna,"Bec,Bech,Becs,Beç,Beč,Bienne,Bécs,Dunaj,Fiena,VIE,Vena,Viden,Viden',Vieden,Viedeň,Viena,Vienna,Vienne,Vieno,Viin,Vin,Vinarborg,Vindobona,Viyana,Vídeň,Vín,Vínarborg,Wenen,Wieden,Wiedeń,Wien,bienna,bin,fyyna,wei ye na,weiynna,Βιέννη,Беч,Вена,Виена,Відень,فيينا,เวียนนา,ቪየና,維也納,비엔나,빈",48.20849,16.37208,P,PPLC,AT,,9.0,900.0,,,1691468,171.0,193,Europe/Vienna,2024-06-29,Vienna,2761369,Austria,255.5062177,250.6992299,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063042,Port Hedland,Port Hedland,"PHE,Port Hedland,Port Khedland,Port-Gedlend,Port-Khedlend,poteuhedeullaendeu,potoheddorando,pwrt hdlnd,Порт Хедланд,Порт-Гедленд,Порт-Хедленд,פורט הדלנד,პორტ-ჰედლანდი,ポートヘッドランド,포트헤들랜드",-20.31215,118.61059,P,PPL,AU,,8.0,57280.0,,,5570,,5,Australia/Perth,2019-07-18,Port Hedland,2063042,Australia,122.6210224,236.6490719,AUS,161.68057505289713,165.58833185831705,220.30725479125977,255.8018747965497,313.84240086873376,304.09675852457684,299.43531926472974,321.6415952046713,333.4257672627765,280.00016657511406,233.3535296122229,190.31822204589847,3079.491795857747,256.62431632147894,3781.0873845261813
2063523,Perth,Perth,"PER,Peairt,Pert,Perta,Pertas,Perth,Perth City,Perthia,Perto,Perþ,Pet,Pirth,Purt,Pērta,byrth,part,partha,pasu,peoseu,pert,pheirth,po si,prt,prt',prtھ  asٹrylya,Περθ,Перт,Пертһ,Пърт,Պերթ,פרת',بيرث,پرت,پرتھ، آسٹریلیا,पर्थ,பேர்த்,ಪರ್ತ್,പെർത്ത്,เพิร์ท,ပါ့သ်မြို့,პერთი,パース,珀斯,퍼스",-31.95224,115.8614,P,PPLA,AU,,8.0,57080.0,,,2192229,,34,Australia/Perth,2023-02-16,Perth,2063523,Australia,117.3517822,167.7181503,AUS,9.622538248697918,0.0,18.693492889404293,94.30297978719072,195.20836766560842,241.2793757120767,370.71160507202205,202.94449234008812,105.47939682006836,120.4220581054689,0.0,0.0,1358.6643066406257,113.22202555338548,14187.94066903397
2073124,Darwin,Darwin,"DRW,Daarwin,Darvin,Darvina,Darvinas,Darvino,Darwin,Dārvina,Ntargouin,Palmerston,Port Darwin,da er wen,da er wen gang,dar win,dara'u'ina,daravina,darvina,darvini,darwyn,dauin,dawin,drwwyn,tarvin,Ντάργουιν,Дарвин,Дарвін,Դարվին,דארווין,דרווין,داروين,داروین,داروین، قوزئی توپراق‌لاری,ڈارون,डार्विन,ডারউইন,ਡਾਰਵਿਨ,டார்வின்,ഡാർവിൻ,ดาร์วิน,ဒါဝင်မြို့,დარვინი,ダーウィン,达尔文,达尔文港,다윈",-12.46113,130.84185,P,PPLA,AU,,3.0,71000.0,,,147255,,31,Australia/Darwin,2023-02-16,Darwin,2073124,Australia,129.0929133,290.4442301,AUS,293.09504445393884,276.43452326456685,310.64066950480145,320.44575500488276,314.3267758687337,316.8242162068685,308.30039087931317,327.35570653279626,287.73558171590173,328.76815160115564,324.76921971639,315.0826263427734,3723.7786610921225,310.31488842434356,271.09673301697427
2078025,Adelaide,Adelaide,"ADL,Adalet,Adehlaida,Adelaida,Adelaidae,Adelaide,Adelaidis,Adelaidė,Adelajda,Adelajdo,Adelaïda,Adelaïde,Adelejd,Adelàida,Adélaïde,Edelaid,Tarndanya,Tarndarnya,a de lai de,adelaida,aderedo,adilaid,adiled,adlayd,adylyd,aedeulleideu,atileyit,edile'ida,edileda,Αδελαΐδα,Аделаидæ,Аделаида,Аделаїда,Аделейд,Аделејд,Адэлаіда,Ադելաիդա,אדלייד,آدلاید,أديليد,ئادېلايدې,ایڈیلیڈ,एडिलेड,ॲdaleda,ॲडलेड,એડિલેઇડ,அடிலெயிட்,అడిలైడ్,ಅಡಿಲೇಡ್,അഡിലെയ്‌ഡ്,แอดิเลด,အက်ဒလိတ်မြို့,ადელაიდა,アデレード,阿德来得,阿德莱德,애들레이드",-34.92866,138.59863,P,PPLA,AU,,5.0,40070.0,,,1387290,,59,Australia/Adelaide,2023-02-16,Adelaide,2078025,Australia,133.7787489,164.762517,AUS,0.0,0.0,0.0,10.873722076416023,8.826126098632814,182.1780573527018,270.6452802022301,258.47859064737975,203.20457585652656,0.0,0.0,0.0,934.206352233887,77.85052935282391,12909.87936692362
2147714,Sydney,Sydney,"SYD,Sanctus Dionysius,Sedniejos,Sek-na,Sidnef,Sidnei,Sidnej,Sidneja,Sidnejo,Sidnejus,Sidney,Sidneý,Sidni,Sidnéy,Sidnėjus,Sit-ni,Sit-nì,Syd,Sydneium,Sydney,Sydney City,Sék-nà̤,Sídney,Sîdney,Sėdniejos,citni,shidoni,sidani,sideuni,sidnei,sidni,sidniy,sydny,xi ni,xue li,Σίδνεϋ,Сиднеи,Сидней,Сиднеј,Сидни,Сідней,Сідні,Սիդնեյ,סידני,سيدنى,سيدني,سڈنی,سیدنی,ܣܝܕܢܝ,सिडनी,सिड्नी,सिद्नी,সিডনি,ਸਿਡਨੀ,સીડની,சிட்னி,సిడ్నీ,ಸಿಡ್ನಿ,സിഡ്നി,සිඩ්නි,ซิดนีย์,སིད་ནེ།,ဆစ်ဒနီမြို့,სიდნეი,ሲድኒ,ស៊ីដនីយ៏,シドニー,悉尼,雪梨,시드니",-33.86785,151.20732,P,PPLA,AU,,2.0,,,,5231147,,58,Australia/Sydney,2023-02-16,Sydney,2147714,Australia,106.9742212,176.7000217,AUS,0.0,0.0,0.0,11.172080993652349,27.154760996500663,162.87874094645179,305.0182456970215,266.06713231404603,246.387111663819,90.4228553771974,36.08692296346029,35.48007456461591,1180.667925516765,98.38899379306376,13318.073079096685
2158177,Melbourne,Melbourne,"Greater Melbourne,MEL,Mel'burn,Melben,Melborns,Melbourne,Melbourne City,Melbournum,Melburn,Melburna,Melburnas,Melburno,Melvourni,mel beirn,melaborna,melbeoleun,melbeon,melporn,meruborun,mlbwrn,mo er ben,Μελβούρνη,Мелбурн,Мелбърн,Мельбурн,מלבורן,ملبورن,مېلبۇرن,मेलबोर्न,மெல்போர்ன்,เมลเบิร์น,མེར་བུན,メルボルン,墨尔本,墨爾本,멜버른,멜번",-37.814,144.96332,P,PPLA,AU,,7.0,24600.0,,,4917750,,25,Australia/Melbourne,2023-11-16,Melbourne,2158177,Australia,162.9455159,167.2519669,AUS,0.0,0.0,0.0,17.987979888916012,17.877410888671854,168.63826243082679,279.4119631449381,261.5286394755041,205.56590398152696,8.211354573567714,0.0,0.0,959.2215143839517,79.93512619866264,12836.32560269028
2172517,Canberra,Canberra,"CBR,Camberra,Canberra,Canberrah,Kamberra,Kambra,Kampera,Kanapera,Kanbera,Kanbero,Kanberr,Kanberra,Kanberrae,Kanberre,Kanbérra,Kham-phi-la,Khâm-phì-là,Kānapera,kaenbeola,kainabara,kainberra,kan pei la,kanabera,kanbra,kanpara,kenabera,kyanabara,kyanabera,kyanbera,kynbra,kʼanbera,qnbrh,Καμπέρα,Канбера,Канберрæ,Канберра,Канберре,Канбєра,Կանբերրա,קאנבערא,קנברה,كانبرا,کانبرا,کانبێرا,کینبرا,कॅनबेरा,कैनबरा,कैन्बेर्रा,क्यानबरा,ক্যানবেরা,ਕੈਨਬਰਾ,କାନବେରା,கான்பரா,കാൻബറ,කැන්බරා,แคนเบอร์รา,ཁན་པེ་ར།,კანბერა,ካንበራ,キャンベラ,坎培拉,堪培拉,캔버라",-35.28346,149.12807,P,PPLC,AU,,1.0,,,,367752,,571,Australia/Sydney,2019-09-05,Canberra,2172517,Australia,187.8649587,177.6965879,AUS,0.0,0.0,0.0,33.062299092610665,0.6190681457519531,160.15665435791007,296.72836939493806,263.3627052307132,243.27399317423522,41.934899648030616,1.5086657206217453,12.692335764567051,1053.3389905293786,87.77824921078155,13890.47119279275
2174003,Brisbane,Brisbane,"BNE,Bresbens,Brisbane,Brisbane City,Brisbano,Brisbehn,Brisben,Brisbena,Brisbenas,Brisbin,Brismpein,Brizbejn,Brysben,Brėsbens,Pu-li-su-pan,Pu-lî-sṳ̂-pân,beulijeubeon,brisabena,brisben,brisbena,brizabana,brizbeni,brsbyn,brysban,bryzbn,bryzbyn,bryzbyyn,bu li si ban,bu li si ben,burisuben,pirispen,Μπρίσμπεϊν,Бризбейн,Бризбејн,Брисбен,Брисбэн,Брысбен,בריזביין,בריזבן,برسبین,برىسبان,بريزبن,بریزبن,بریزبین,بریزبێن,ब्रिसबेन,ब्रिस्बेन,ব্রিসবেন,ਬ੍ਰਿਜ਼ਬਨ,பிரிஸ்பேன்,బ్రిస్బేన్,ಬ್ರಿಸ್ಬೇನ್‌,ബ്രിസ്ബെയ്ൻ,บริสเบน,ဘရစ်စဘိန်းမြို့,ბრიზბენი,ብርዝበን,ブリスベン,布里司班,布里斯本,布里斯班,브리즈번",-27.46794,153.02809,P,PPLA,AU,,4.0,31000.0,,,2582007,,27,Australia/Brisbane,2024-07-27,Brisbane,2174003,Australia,100.3526408,192.3313237,AUS,1.8918927510579444,0.0,81.97025934855141,139.8167673746743,222.64619318644174,274.6407038370765,288.5646324157716,292.4807065327961,307.62270736694336,199.4602088928223,192.43897883097327,167.34572855631504,2168.8787790934234,180.73989825778528,11594.11945697629
