geonameid,name,asciiname,alternatenames,latitude,longitude,feature class,feature code,iso alpha 2,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),ISO_alpha3,nearest_hdd_1,nearest_hdd_2,nearest_hdd_3,nearest_hdd_4,nearest_hdd_5,nearest_hdd_6,nearest_hdd_7,nearest_hdd_8,nearest_hdd_9,nearest_hdd_10,nearest_hdd_11,nearest_hdd_12,total_year,average_year,variance_year
3844419,Mendoza Province,Mendoza Province,"Lalawigan ng Mendoza,MZ,Mendosa,Mendosae,Mendosas province,Mendosos provincija,Mendoza,Mendoza Province,Mendoza Seng,Mendoza Séng,Mendoza eyaleti,Mendoza jisk'a suyu,Mendoza probintzia,Mendoza tartomany,Mendoza tartomány,Mendoza wamani,Mendozan maakunta,Menduosas provinceje,Menduosas provincėjė,Mendòza,Mentosa,Mkoa wa Mendoza,Provincia Mendoza,Provincia de Mendoza,Provinsi Mendoza,Província de Mendoza,Talaith Mendoza,Wilayah Mendoza,man du sha sheng,men duo sa,men duo sa sheng,mendoja pradesa,mendoja prantya,mendoja pravins,mendojha pranta,mendosa,mendosa zhou,mendosaju,mendoza pranta,mentoja makanam,mndwsh,mndwza,mndwza ayalty,pravincyja Mendosa,provincia de Mendoza,rath men do sa,Μεντόσα,Мендоза,Мендосæ,Мендоса,правінцыя Мендоса,Մենդոսա,מנדוסה,صوبہ مندوسا,صوبہ میندوزا,مقاطعة ميندوزا,مندوزا,مندوزا ایالتی,मेन्दोज़ा प्रान्त,मेन्दोसा,মেন্ডোজা প্রদেশ,મેન્ડોઝા પ્રાંત,மென்டோஜா மாகாணம்,మెండోజా ప్రావిన్స్,ಮೆಂಡೋಜ ಪ್ರಾಂತ್ಯ,මෙන්ඩෝසා පලාත,รัฐเมนโดซา,მენდოსის პროვინცია,メンドーサ州,曼度莎省,門多薩,门多萨省,멘도사주",-34.5,-68.5,A,ADM1,AR,,13.0,,,,2014533,,875,America/Argentina/Mendoza,2023-02-15,Mendoza,3844419,Argentina,103.3340517,109.827459,ARG,154.64294687906903,138.45079676310223,31.48409907023113,10.629563649495443,31.808474222819026,0.0,0.0,4.238005320231119,9.189210255940756,24.446667989095044,59.80170694986976,100.66162363688133,367.01588058471685,61.16931343078614,4549.793972048886
3860259,Córdoba,Cordoba,"COR,Ciudad de Cordoba,Ciudad de Córdoba,Cordoba,Cordoba i Argentina,Cordova,Corduba,Còrdoba,Córdoba,Córdoba i Argentina,Córdova,Kordava,Kordoba,Kordobo,Kordov,Kordova,Kordova khot,Kordovae,Kuorduoba,Vila de Cordoba,Vila de Córdoba,kardwba,ke er duo wa,koleudoba,kordoba,korudoba,kwrdwba,kwrdwba  arzhantyn,kxr do ba,qwrdwbh,Κόρδοβα,Кордава,Кордоба,Кордовæ,Кордова,Кордова хот,Կորդովա,קארדאבע,קורדובה,قرطبہ، ارجنٹائن,كوردوبا,کاردوبا,کوردوبا، آرژانتین,कोर्दोबा,กอร์โดบา,კორდოვა,コルドバ,科尔多瓦,코르도바",-31.4135,-64.18105,P,PPLA,AR,,5.0,14014.0,,,1317298,,395,America/Argentina/Cordoba,2022-12-14,Cordoba,3860259,Argentina,92.02693966,106.4455502,ARG,128.3630803426106,56.39105733235665,11.114451090494788,0.0,0.18601608276367188,0.0,0.0,0.0,0.23761494954427093,1.7350069681803393,52.42669550577809,76.58951059977214,196.0546048482257,32.67576747470428,2674.872537353006
3865086,Bahía Blanca,Bahia Blanca,"BHI,Bahia Blanca,Bahija Blanka,Bahía Blanca,Baija Blanka,Baija-Blanka,Baija-Blankae,Bajja-Blanka,bahya blanka,baiabeullangka,baiaburanka,bayya blanka,bu lan ka gang,Баия-Бланкæ,Баия-Бланка,Баија Бланка,Байя-Бланка,Баїя-Бланка,באיה בלנקה,باهيا بلانكا,باییا بلانکا,ბაია-ბლანკა,バイアブランカ,布兰卡港,바이아블랑카",-38.7176,-62.26545,P,PPLA2,AR,,1.0,6056.0,,,299101,,20,America/Argentina/Buenos_Aires,2023-12-11,Bahia Blanca,3865086,Argentina,119.2575431,111.9726767,ARG,94.37105560302726,99.99343999226906,0.0,0.0,4.527179718017578,0.0,0.0,0.0,0.0,7.5529861450195215,12.2796630859375,51.053550720214794,198.8916753133139,33.148612552218985,2466.4192896987247
2761369,Vienna,Vienna,"Bec,Bech,Becs,Beç,Beč,Bienne,Bécs,Dunaj,Fiena,VIE,Vena,Viden,Viden',Vieden,Viedeň,Viena,Vienna,Vienne,Vieno,Viin,Vin,Vinarborg,Vindobona,Viyana,Vídeň,Vín,Vínarborg,Wenen,Wieden,Wiedeń,Wien,bienna,bin,fyyna,wei ye na,weiynna,Βιέννη,Беч,Вена,Виена,Відень,فيينا,เวียนนา,ቪየና,維也納,비엔나,빈",48.20849,16.37208,P,PPLC,AT,,9.0,900.0,,,1691468,171.0,193,Europe/Vienna,2024-06-29,Vienna,2761369,Austria,255.5062177,250.6992299,AUT,112.69153086344407,122.24946212768555,129.3102684020998,118.96664683024095,116.0563367207846,138.86516443888343,155.3430201212565,153.939759572347,165.35942840576172,138.5638491312662,111.07982508341462,111.61303965250669,738.1394093831385,123.02323489718975,92.56598627618004
2063042,Port Hedland,Port Hedland,"PHE,Port Hedland,Port Khedland,Port-Gedlend,Port-Khedlend,poteuhedeullaendeu,potoheddorando,pwrt hdlnd,Порт Хедланд,Порт-Гедленд,Порт-Хедленд,פורט הדלנד,პორტ-ჰედლანდი,ポートヘッドランド,포트헤들랜드",-20.31215,118.61059,P,PPL,AU,,8.0,57280.0,,,5570,,5,Australia/Perth,2019-07-18,Port Hedland,2063042,Australia,122.6210224,236.6490719,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063523,Perth,Perth,"PER,Peairt,Pert,Perta,Pertas,Perth,Perth City,Perthia,Perto,Perþ,Pet,Pirth,Purt,Pērta,byrth,part,partha,pasu,peoseu,pert,pheirth,po si,prt,prt',prtھ  asٹrylya,Περθ,Перт,Пертһ,Пърт,Պերթ,פרת',بيرث,پرت,پرتھ، آسٹریلیا,पर्थ,பேர்த்,ಪರ್ತ್,പെർത്ത്,เพิร์ท,ပါ့သ်မြို့,პერთი,パース,珀斯,퍼스",-31.95224,115.8614,P,PPLA,AU,,8.0,57080.0,,,2192229,,34,Australia/Perth,2023-02-16,Perth,2063523,Australia,117.3517822,167.7181503,AUS,87.36180877685547,76.73082605997722,33.022683461507185,21.46725718180339,0.0,0.0,0.0,0.0,0.0,6.824413299560547,155.00153732299802,145.20898691813153,218.5825754801433,36.43042924669055,1421.5978007860351
2073124,Darwin,Darwin,"DRW,Daarwin,Darvin,Darvina,Darvinas,Darvino,Darwin,Dārvina,Ntargouin,Palmerston,Port Darwin,da er wen,da er wen gang,dar win,dara'u'ina,daravina,darvina,darvini,darwyn,dauin,dawin,drwwyn,tarvin,Ντάργουιν,Дарвин,Дарвін,Դարվին,דארווין,דרווין,داروين,داروین,داروین، قوزئی توپراق‌لاری,ڈارون,डार्विन,ডারউইন,ਡਾਰਵਿਨ,டார்வின்,ഡാർവിൻ,ดาร์วิน,ဒါဝင်မြို့,დარვინი,ダーウィン,达尔文,达尔文港,다윈",-12.46113,130.84185,P,PPLA,AU,,3.0,71000.0,,,147255,,31,Australia/Darwin,2023-02-16,Darwin,2073124,Australia,129.0929133,290.4442301,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078025,Adelaide,Adelaide,"ADL,Adalet,Adehlaida,Adelaida,Adelaidae,Adelaide,Adelaidis,Adelaidė,Adelajda,Adelajdo,Adelaïda,Adelaïde,Adelejd,Adelàida,Adélaïde,Edelaid,Tarndanya,Tarndarnya,a de lai de,adelaida,aderedo,adilaid,adiled,adlayd,adylyd,aedeulleideu,atileyit,edile'ida,edileda,Αδελαΐδα,Аделаидæ,Аделаида,Аделаїда,Аделейд,Аделејд,Адэлаіда,Ադելաիդա,אדלייד,آدلاید,أديليد,ئادېلايدې,ایڈیلیڈ,एडिलेड,ॲdaleda,ॲडलेड,એડિલેઇડ,அடிலெயிட்,అడిలైడ్,ಅಡಿಲೇಡ್,അഡിലെയ്‌ഡ്,แอดิเลด,အက်ဒလိတ်မြို့,ადელაიდა,アデレード,阿德来得,阿德莱德,애들레이드",-34.92866,138.59863,P,PPLA,AU,,5.0,40070.0,,,1387290,,59,Australia/Adelaide,2023-02-16,Adelaide,2078025,Australia,133.7787489,164.762517,AUS,130.65124766031923,63.88227462768546,45.69503402709961,13.45003890991211,2.4328333536783853,0.0,0.0,0.0,0.0,14.54871241251627,74.9938875834147,62.38843027750649,256.1114285786948,42.68523809644913,2498.674915648899
2147714,Sydney,Sydney,"SYD,Sanctus Dionysius,Sedniejos,Sek-na,Sidnef,Sidnei,Sidnej,Sidneja,Sidnejo,Sidnejus,Sidney,Sidneý,Sidni,Sidnéy,Sidnėjus,Sit-ni,Sit-nì,Syd,Sydneium,Sydney,Sydney City,Sék-nà̤,Sídney,Sîdney,Sėdniejos,citni,shidoni,sidani,sideuni,sidnei,sidni,sidniy,sydny,xi ni,xue li,Σίδνεϋ,Сиднеи,Сидней,Сиднеј,Сидни,Сідней,Сідні,Սիդնեյ,סידני,سيدنى,سيدني,سڈنی,سیدنی,ܣܝܕܢܝ,सिडनी,सिड्नी,सिद्नी,সিডনি,ਸਿਡਨੀ,સીડની,சிட்னி,సిడ్నీ,ಸಿಡ್ನಿ,സിഡ്നി,සිඩ්නි,ซิดนีย์,སིད་ནེ།,ဆစ်ဒနီမြို့,სიდნეი,ሲድኒ,ស៊ីដនីយ៏,シドニー,悉尼,雪梨,시드니",-33.86785,151.20732,P,PPLA,AU,,2.0,,,,5231147,,58,Australia/Sydney,2023-02-16,Sydney,2147714,Australia,106.9742212,176.7000217,AUS,56.4106877644857,44.325634002685575,40.74280420939126,0.8422953287760414,1.0962295532226562,0.0,0.0,0.0,0.0,0.0,0.0014584859212239578,0.4090855916341144,143.41765085856122,23.902941809760204,676.1422072673329
2158177,Melbourne,Melbourne,"Greater Melbourne,MEL,Mel'burn,Melben,Melborns,Melbourne,Melbourne City,Melbournum,Melburn,Melburna,Melburnas,Melburno,Melvourni,mel beirn,melaborna,melbeoleun,melbeon,melporn,meruborun,mlbwrn,mo er ben,Μελβούρνη,Мелбурн,Мелбърн,Мельбурн,מלבורן,ملبورن,مېلبۇرن,मेलबोर्न,மெல்போர்ன்,เมลเบิร์น,མེར་བུན,メルボルン,墨尔本,墨爾本,멜버른,멜번",-37.814,144.96332,P,PPLA,AU,,7.0,24600.0,,,4917750,,25,Australia/Melbourne,2023-11-16,Melbourne,2158177,Australia,162.9455159,167.2519669,AUS,128.69356536865217,30.016389211018865,23.645880381266263,10.465582529703775,0.17352040608723962,0.0,0.0,0.0,0.0,3.2249883015950567,79.3507397969564,40.589032491048165,192.99493789672832,32.16582298278805,2384.772513125021
2172517,Canberra,Canberra,"CBR,Camberra,Canberra,Canberrah,Kamberra,Kambra,Kampera,Kanapera,Kanbera,Kanbero,Kanberr,Kanberra,Kanberrae,Kanberre,Kanbérra,Kham-phi-la,Khâm-phì-là,Kānapera,kaenbeola,kainabara,kainberra,kan pei la,kanabera,kanbra,kanpara,kenabera,kyanabara,kyanabera,kyanbera,kynbra,kʼanbera,qnbrh,Καμπέρα,Канбера,Канберрæ,Канберра,Канберре,Канбєра,Կանբերրա,קאנבערא,קנברה,كانبرا,کانبرا,کانبێرا,کینبرا,कॅनबेरा,कैनबरा,कैन्बेर्रा,क्यानबरा,ক্যানবেরা,ਕੈਨਬਰਾ,କାନବେରା,கான்பரா,കാൻബറ,කැන්බරා,แคนเบอร์รา,ཁན་པེ་ར།,კანბერა,ካንበራ,キャンベラ,坎培拉,堪培拉,캔버라",-35.28346,149.12807,P,PPLC,AU,,1.0,,,,367752,,571,Australia/Sydney,2019-09-05,Canberra,2172517,Australia,187.8649587,177.6965879,AUS,83.40954844156899,42.70348230997721,46.38627751668303,0.07536824544270834,5.134501139322917,0.0,0.0,0.0,0.0,0.0,18.504126230875656,6.0725835164388,177.70917765299487,29.618196275499145,1139.074078623579
2174003,Brisbane,Brisbane,"BNE,Bresbens,Brisbane,Brisbane City,Brisbano,Brisbehn,Brisben,Brisbena,Brisbenas,Brisbin,Brismpein,Brizbejn,Brysben,Brėsbens,Pu-li-su-pan,Pu-lî-sṳ̂-pân,beulijeubeon,brisabena,brisben,brisbena,brizabana,brizbeni,brsbyn,brysban,bryzbn,bryzbyn,bryzbyyn,bu li si ban,bu li si ben,burisuben,pirispen,Μπρίσμπεϊν,Бризбейн,Бризбејн,Брисбен,Брисбэн,Брысбен,בריזביין,בריזבן,برسبین,برىسبان,بريزبن,بریزبن,بریزبین,بریزبێن,ब्रिसबेन,ब्रिस्बेन,ব্রিসবেন,ਬ੍ਰਿਜ਼ਬਨ,பிரிஸ்பேன்,బ్రిస్బేన్,ಬ್ರಿಸ್ಬೇನ್‌,ബ്രിസ്ബെയ്ൻ,บริสเบน,ဘရစ်စဘိန်းမြို့,ბრიზბენი,ብርዝበን,ブリスベン,布里司班,布里斯本,布里斯班,브리즈번",-27.46794,153.02809,P,PPLA,AU,,4.0,31000.0,,,2582007,,27,Australia/Brisbane,2024-07-27,Brisbane,2174003,Australia,100.3526408,192.3313237,AUS,2.399288177490234,23.068635304768854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46792348225909,4.244653913709848,85.96319950000768
